,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
225,@ArgotMay,ArgotMay,17 nov. 2017,Kellogg’s Cereals: Double Dose of GMO Pesticides & Antibiotics http://yournewswire.com/kelloggs-cereals-double-dose-of-gmo-pesticides-antibiotics/ … via @yournewswire,0,0,/ArgotMay/status/931395221148991488,
226,@Saleem786,Saleem Abdul,17 nov. 2017,The best things in life are free. Seeds that keep on giving naturally. Rain water falling from the sky. The natural pesticides provided by mother nature and wisdom past down generations. It'd be different if you were Exclusively growing GMO's in third world countries,0,2,/Saleem786/status/931394186783404032,
227,@UnTamedInSD,Deborah-UnTamed,17 nov. 2017,"you know those GMO's loaded with Pesticides you eat in every meal, in every babies body?...The chemtrails you breath daily... those invisible rays cursing through your body and mind 24/7.... The drugs and vaccines they pump in your veins.. .. Call me Let's talk! https://twitter.com/DebbieNunn1234/status/931322523660312576 …",0,2,/UnTamedInSD/status/931352417366691840,
228,@NFL1QKing,Chris K,17 nov. 2017,"Too bad farmers like you are poisoning the lands for profit and it'll affect your children in a negative way 
Ban GMO's & Synthetic pesticides and herbicides",0,0,/NFL1QKing/status/931348264925904896,
229,@IHateCrosses,Lonzo AIR Ball,16 nov. 2017,& the meat has trace amounts where the veggies & fruits are genetically modified to be able to survive massive amounts of pesticides & chemical fertilizers. Which unfortunately means they're able to survive absorbing unsafe amounts of toxic chemicals.,0,0,/IHateCrosses/status/931303376419246081,
230,@KenartsTheKing,IssamDidNothingWrong,16 nov. 2017,"Worth noting that Russia produces only non GMO #food (although pesticides are sometimes used), this makes it a big supplier of healthy food pic.twitter.com/oNeKmT5m9O",0,0,/KenartsTheKing/status/931298906926759937,
231,@LiberTeaDrinker,No Moore Trump,16 nov. 2017,Some of us would rather not eat crops designed to tolerate massive amounts of herbicides and pesticides. But you enjoy your GMO franken-corn. https://twitter.com/reason/status/931292805120516096 …,0,0,/LiberTeaDrinker/status/931293969211944966,
232,@FarmFairyCrafts,Farm Fairy Crafts,16 nov. 2017,"via @NatGeo: A Town Demands Protection from #Pesticides:
http://news.nationalgeographic.com/2016/02/160223-photograph-aixa-argentina-avia-terai-pesticides-glyphosate/ …
#GMO
https://archive.is/ba1wq pic.twitter.com/PJMWJjdlcs",0,0,/FarmFairyCrafts/status/931264989855236097,
233,@FarmFairyCrafts,Farm Fairy Crafts,16 nov. 2017,"via @NatGeo: Second Silent Spring? Bird Declines Linked to Popular #GMO #Pesticides
http://news.nationalgeographic.com/news/2014/07/140709-birds-insects-pesticides-insecticides-neonicotinoids-silent-spring/ …pic.twitter.com/Dkip3fIQTK",1,0,/FarmFairyCrafts/status/931263499463987205,
234,@TheGnarberry,Tim Gnarly Scarberry,16 nov. 2017,"Rooftop farmer in downtown high rise, non gmo, zero pesticides guarantee...",0,4,/TheGnarberry/status/931251244198514688,
235,@tellescope,steve,16 nov. 2017,"I understand, but most GMO crops are in fact grown with pesticides and herbicides, and this is what folks object too. Part of the genetic modification of many crops is to enable a resistance to herbicides, and it’s these herbicides that are being found in the food and in people.",0,0,/tellescope/status/931242772882915328,
236,@tellescope,steve,16 nov. 2017,"But non-GMO-grown foods do contain far less trace chemicals and pesticides, which are shown to retain in GMO- grown foods.",0,0,/tellescope/status/931222479288315906,
237,@oceanly,Lily H,16 nov. 2017,"""As it stands, half of the men in most developd nations are now near or at the point of being infertile...While there are many sources, #pesticides, including glyphosate, are known endocrine disruptors as well"" #ThursdayThoughts #Glyphosate #Science #EPA #GMO #Monsanto #Fertilityhttps://twitter.com/oceanly/status/930842022423887877 …",0,0,/oceanly/status/931208754409828352,
238,@GElsacker,GUY VAN ELSACKER,16 nov. 2017,"GENETICALLY MODIFIED FOOD
We are moving to have genetic modified tomatoes with enhanced properties
Researchers reveal details how they created genetically-engineered tomatoes.   After chemical poisening by fertilizers & pesticides I will go back to Natural Food 
And you?",0,0,/GElsacker/status/931207569795944454,
239,@zacelmenreich,Zac Hanscom,16 nov. 2017,"Oh, and by the way, you kinda' don't know what a GMO is based on your last post. For instance, you claim that GMOs cause skyrocketing herbicide use, when GMOs use fewer pesticides in general, according to the WHO.",0,0,/zacelmenreich/status/931202127510114304,
240,@Sacredwatercamp,SeerofTruth,16 nov. 2017,Roundup and the other myriad of GMO pesticides are deadly  #AmericanGenocidehttps://twitter.com/jcsseconds/status/931175453129191425 …,1,1,/Sacredwatercamp/status/931190184452022272,
241,@YouthatHeartEC,Andi Spice,16 nov. 2017,"Lord help us.  The government makes us sick by allowing GMO, pesticides, germicides, and nutrient deficient food through FDA. Now they don't want the help the sick..and government wants to cut back healthcare.  Is this stupid or what? https://twitter.com/washingtonpost/status/931003423595614208 …",0,0,/YouthatHeartEC/status/931185947798114304,
242,@KarmaSJustice,KarmaSJustice,16 nov. 2017,"We don't need #GMO technology to feed the world, we have enough #food, 40% wasted, GMO tech creates dependency on pesticides 4 $ Don't invest in toxic Tech destroying Amazon, Africa and your own kids futures divest Monsanto Syngenta Dow Dupont Bayer #InvestTech #ThursdayThoughts",0,2,/KarmaSJustice/status/931183030982422529,
243,@CoffeePlusCloud,Coffee + Clouds,16 nov. 2017,https://www.agri-pulse.com/articles/10214-opponents-try-try-again-to-stop-bayer-monsanto-merger … Monsanto has to be stopped they cannot be allowed to merge with Bayer. We have to take back control of our food and pesticides that we are using on it. #monsanto #gmo #chemicalfood #organicfood,3,0,/CoffeePlusCloud/status/931155400631701509,
244,@inspireaclass,Education in Action,16 nov. 2017,"Perception in GMO debate around “natural”. Organic farmers still use pesticides, but they are natural- is this better? #biologyinactionpic.twitter.com/WZ8G6ELlZ8",0,1,/inspireaclass/status/931119031020597248,
245,@DrRaziqKakar,Dr Abdul Raziq Kakar,16 nov. 2017,No to GMO and No to Pesticides...nurture the nature... http://fb.me/9baUYFeuO,0,0,/DrRaziqKakar/status/931084734331084801,
246,@mvexperiment,Katt Andryskova,16 nov. 2017,Are you concerned about pesticides and gmos? Check out my #organic garden tour!! #gmo #pesticides #vegan #healthy #food https://youtu.be/AsF9e38obXI pic.twitter.com/1aq83On7d8,0,1,/mvexperiment/status/931067894112407552,
247,@NoGMOsVerified,NoGMOsVerified,16 nov. 2017,US: Mid-South cotton growers are spraying Bt cotton with pesticides more and.. #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/fjHBa,0,0,/NoGMOsVerified/status/931051583680536576,
248,@chrisk2000,Trump vs. Globalism,16 nov. 2017,No GMO grown in Russia. Although they do use pesticides,0,1,/chrisk2000/status/931006412062212096,
249,@NoGMOsVerified,NoGMOsVerified,16 nov. 2017,"Debunking ""alternate facts"" about pesticides used in organic farming #GMOs #GMO http://NoGMOsVerified.com  /fd http://dld.bz/f35ra",0,0,/NoGMOsVerified/status/931006266419351552,
250,@hwolfauthor,Heather Wolf,16 nov. 2017,Eliminate GMO's & pesticides from our foods & this probably would decrease significantly,0,3,/hwolfauthor/status/931005745973231616,
251,@FarmFairyCrafts,Farm Fairy Crafts,16 nov. 2017,"via @NatGeo: Second Silent Spring? Bird Declines Linked to Popular #GMO #Pesticides
http://news.nationalgeographic.com/news/2014/07/140709-birds-insects-pesticides-insecticides-neonicotinoids-silent-spring/ …pic.twitter.com/MlKGfmE1Hl",2,0,/FarmFairyCrafts/status/930991642802257921,
252,@SlicksTweetz,TRUMP Defense  ☎️,16 nov. 2017,"The .@MonsantoCo .@Bayer merger is like a #FalseFlag single solution company.  
#MONSANTO creates: #GMO’s #Pesticides and seed mutations and is protected under the #Obama #MonsantoProtectionAct and #Bayer produces medical solutions they can sell you to reverse the damages.https://twitter.com/slickstweetz/status/930963205894975488 …",19,8,/SlicksTweetz/status/930963980188753920,
253,@oceanly,Lily H,15 nov. 2017,"""As it stands, half of the men in most developed nations are now near or at the point of being infertile...While there are many sources, pesticides, including glyphosate, are known endocrine disruptors as well"" #WednesdayWisdom #Glyphosate #EPA #USDA #GMO #Monsanto #InFertilityhttps://twitter.com/oceanly/status/930842022423887877 …",0,0,/oceanly/status/930936487910170624,
254,@tinky_toe,Bella Spandangle,15 nov. 2017,"Yes, I agree marijuana should be decriminalised but the thought of big businesses lining their pockets with #GMO & a whollop of pesticides is rather depressing #GoneToPot",0,4,/tinky_toe/status/930919727974711296,
255,@FarmFairyCrafts,Farm Fairy Crafts,15 nov. 2017,"via @NatGeo: A Town Demands Protection from #Pesticides:
http://news.nationalgeographic.com/2016/02/160223-photograph-aixa-argentina-avia-terai-pesticides-glyphosate/ …
#GMO
https://archive.is/ba1wq pic.twitter.com/fHxsgBUTc4",0,1,/FarmFairyCrafts/status/930902615118045184,
256,@FaerieWhings,🌟Beth 🌟,15 nov. 2017,"...in turn, the air and ground pollution caused by the pesticides and herbicides required for GMO seeds to flourish only aids the deterioration of our atmospheric conditions. 
Don't tell me I'm thinking micro when all you think is fiscal.",0,1,/FaerieWhings/status/930880241962233856,
257,@michaelpshipley,Michael P. Shipley,15 nov. 2017,I'm more interest in whether their crops are GMO and if they use toxic pesticides. https://twitter.com/ByronYork/status/930817576212533248 …,0,0,/michaelpshipley/status/930874216789897216,
258,@simo_online,Simo,15 nov. 2017,"If it dosen't clearly show on the label that it's certified organic then it is not...  which means pesticides, chemicals, GMO and other nasty stuff are there",0,0,/simo_online/status/930872954740764672,
259,@Omnistic,Scruffle McDufflebag,15 nov. 2017,"This literally keeps me up a night. Theres really no other ""easy"" solution other than pesticides or gmo lol, that I can think of. We must slowly poison ourselves until we one day crack this.",0,0,/Omnistic/status/930837310710706176,
260,@Omnistic,Scruffle McDufflebag,15 nov. 2017,They still use pesticides on organic. The only thing organic guarantees you is that it will not be gmo.,0,1,/Omnistic/status/930833224112017409,
261,@agargmd,Ashwani Garg MD  ☯禅,15 nov. 2017,"Thank you for all that great advice, Dr. Bark! It's actually relatively inexpensive to purchase organic beans/lentils/peas/whole grains. I heard even non GMO can have pesticides, and #organic is much better. @PurpleSproutCaf has seminars on organics and is all organic too.",2,4,/agargmd/status/930823711732756480,
262,@HeidyKhlaaf,Heidy Khlaaf,15 nov. 2017,PSA: Non-GMO is much worse for the environment and GMO has no affect on your health. I think you're confused with pesticides.,1,4,/HeidyKhlaaf/status/930793874339123200,
263,@selfSagax,Ryan PerSagax,15 nov. 2017,"In my household, we tend to avoid GMO for only one reason, which is pesticides. Most of the kids here have a LOT of allergies and sensitivites, and we've found that prolonged contact with roundup-ready crops makes them pretty sick.",0,0,/selfSagax/status/930726972573003777,
264,@tastefullytayy,TaylorⓋ,15 nov. 2017,I did understand. I said the pesticides part of it is bad but GMO part itself is not the problem,0,0,/tastefullytayy/status/930712457194229760,
265,@zacelmenreich,Zac Hanscom,15 nov. 2017,"Have you had a chance to read my response yet, or are you still confused about there being multiple responses to your post? In case you're still confused, I'll put it simply: GMO crops use fewer pesticides on average than their conventional counterparts. GP = stupid.",0,0,/zacelmenreich/status/930679092571238400,
266,@Leonine111,Lionel Bopage,15 nov. 2017,"Sri Lanka: Chronic Kidney Disease: ""Veddas .. were forced into monocrop agriculture, use of pesticides, chemical fertilisers & genetically modified seeds, .. lessons must be learned for future .. agricultural settlement."" Emeritus Prof Amarasiri de Silva http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=174985 …",0,0,/Leonine111/status/930663609868439552,
267,@stedsimple,Will We Ever Learn?,15 nov. 2017,"Unless she's feminist, refuses to shave her legs, is able to put up shelves & change fuses, can grow veg without pesticides, can code & detests corporatocracy the capitalist system & razes gmo test fields, she's simply not revolutionary enough! https://twitter.com/TheStranger/status/930638993510752256 …",0,1,/stedsimple/status/930641714703945728,
268,@FailinDemocracy,Democracy is DEAD,15 nov. 2017,"I cant believe they are shoving this down out throats! #GMO #Pesticides #Herbicides CAUSE cancers, make you sterile, born with NO gender!https://twitter.com/newscientist/status/930621012034707456 …",0,0,/FailinDemocracy/status/930621544467808256,
269,@AustinLandon16,Austin Landon,15 nov. 2017,I tried explaining what a GMO was to a group arguing against them. They then asked me what the difference between GMOs and pesticides were.,2,24,/AustinLandon16/status/930605420359700480,
270,@FinancialPoise,Financial Poise,14 nov. 2017,What’s your take on GMOs? http://ow.ly/nDA830gzrvR  @TylerMayoras #GMO #Pesticides,0,1,/FinancialPoise/status/930561452435496960,
271,@iKottonOrganic,iKotton,14 nov. 2017,"Unless it is certified organic, conventional cotton may not be as natural as you think. Over 99% of the cotton grown today is either genetically modified or grown with heavy applications of pesticides, or both. http://ikotton.com  #OrganicCottonpic.twitter.com/E34kcwrtPN",0,0,/iKottonOrganic/status/930560734236499968,
272,@FarmFairyCrafts,Farm Fairy Crafts,14 nov. 2017,"via @NatGeo: A Town Demands Protection from #Pesticides:
http://news.nationalgeographic.com/2016/02/160223-photograph-aixa-argentina-avia-terai-pesticides-glyphosate/ …
#GMO
https://archive.is/ba1wq pic.twitter.com/SU9cskuPTV",1,0,/FarmFairyCrafts/status/930540175570231296,
273,@kophing_,dev  🤙,14 nov. 2017,worry also comes from pesticides which are obvious causes of illness/problems. Pesticides are very commonly used on GMO/non organic plants,0,4,/kophing_/status/930538750244827136,
274,@FarmFairyCrafts,Farm Fairy Crafts,14 nov. 2017,"via @NatGeo: Second Silent Spring? Bird Declines Linked to Popular #GMO #Pesticides
http://news.nationalgeographic.com/news/2014/07/140709-birds-insects-pesticides-insecticides-neonicotinoids-silent-spring/ …pic.twitter.com/iiO3KQJzBr",0,0,/FarmFairyCrafts/status/930538706464903168,
275,@TheatreofZen,Simone Cromer,14 nov. 2017,GMO crop pesticides are the main culprit. https://twitter.com/Telegraph/status/930537070753394690 …,0,0,/TheatreofZen/status/930538534796107776,
276,@PureElusion,マイク,14 nov. 2017,"I'm sure it has absolutely nothing to do with the attitude of vegans and how combative they are about everything. Not to mention calling people who eat normally ""drug addicts."" 
Last time I checked yo, your plants are genetically modified and treated with fertilizers/pesticides",0,0,/PureElusion/status/930516656685764608,
277,@wih_info,whatishealthy,14 nov. 2017,"Exactly, so please go organic pesticides, not synthetic pesticides and, in addition, GMO crop resistant to. Let's move on as we will not entertain your GMO>more pesticides OK attitude",0,0,/wih_info/status/930514691314606081,
278,@NoGMOsVerified,NoGMOsVerified,14 nov. 2017,US soy farmers spend 88% more on pesticides than 6 years ago #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/e9PXZ,0,0,/NoGMOsVerified/status/930507960358440961,
279,@quakerbird4,Amy Norg,14 nov. 2017,"WOW! Never knew you tested for all these things, including GMO's, Pesticides, Fumigants, Solvents, Irradiated ingredients and sulfur dioxide! I am so impressed... #NOWSweeteners @naturallysavvy",2,9,/quakerbird4/status/930505302730072066,
280,@MargosEntries,Margos Entries,14 nov. 2017,"A7  GMO's pesticides, solvents #NOWSweeteners",0,0,/MargosEntries/status/930505126460252160,
281,@8extremes,8extremes,14 nov. 2017,Plus when people are not being poisoned by pesticides & genetically modified seeds Everyone's health will improve,0,1,/8extremes/status/930487993403523072,
282,@fairworldprj,Fair World Project,14 nov. 2017,"In India, farmers are in dire situation as #GMO cotton isn't living up to promises & pesticides are causing deaths: https://scroll.in/article/856906/a-litany-of-miseries-after-crop-failure-and-debt-pesticides-are-killing-farmers-in-vidarbha …",4,2,/fairworldprj/status/930477679379402754,
283,@QUIGGYPAULS,paul quigley,14 nov. 2017,"& the minerals in the soil make plants grow strong,
unless pesticides have been used which then sink into the soil & cannot be removed; there is no evidence that such soil can be used again, even decades after banning pesticides & atomically alien GMO produce",0,1,/QUIGGYPAULS/status/930463659196928002,
284,@hollyhobby_22,Holly Breen,14 nov. 2017,"You have a perfect recipe of GMO's, pesticides, fluoride in the water, anti-depressants, Adderall and low vitamin D. This  = mental disorder",0,0,/hollyhobby_22/status/930456803602771974,
285,@Symtrips,Kendall M.,14 nov. 2017,"Chemtrails don’t exist. Fluoride is good for your teeth (See chemistry), Most GMO’s are safe, overuse of pesticides kills bees. GMO’s reduce pesticide need and therefore save",0,0,/Symtrips/status/930452531913818112,
286,@TheHerbBar,The Herb Bar,14 nov. 2017,Really good to know for avoiding GMO and pesticides on fruits or vegetables. http://fb.me/4c6FT8Ccg,0,0,/TheHerbBar/status/930443901571424256,
287,@swentz,swentz,14 nov. 2017,I see both. I know that coffee at certain levels is lethal. So to say that pesticides should all be banned because of misuse is not right. Organic and GMO use pesticides just different kinds. You cannot hand weed thousands of acres of fields,0,0,/swentz/status/930435883706150913,
288,@appwebtech,appwebtech,14 nov. 2017,"How is #tech infiltrating the #FoodIndustry?
#GMO #Health #Monsanto #DowChemical #DuPontAgriScience #Pesticides #Herbicides #Organic #Dataviz #IoE #Business  #ArtificialIntelligence #RPA #IoT #CyberSecurity#Defstar5 #Cloud #Industry40 #IIoT #AI  RT via @appwebtech",2,1,/appwebtech/status/930364690236149760,
289,@FarmFairyCrafts,Farm Fairy Crafts,14 nov. 2017,"via @NatGeo: Second Silent Spring? Bird Declines Linked to Popular #GMO #Pesticides
http://news.nationalgeographic.com/news/2014/07/140709-birds-insects-pesticides-insecticides-neonicotinoids-silent-spring/ …pic.twitter.com/J23h3m0iEL",0,0,/FarmFairyCrafts/status/930357534254354432,
290,@hardeepSbedi,Hardeep Singh Bedi,14 nov. 2017,"When you alter a natural process, it creates havoc like GMO foods. Any person minus self interest will stand against GM crops, which also manufacture their own pesticides, which puts further poisons into humans and soil and may cause unforeseen changes in the environment. https://twitter.com/yesmaam74/status/930195529656610822 …",0,0,/hardeepSbedi/status/930330805850611712,
291,@jazzymorgan1311,Nobody Special,14 nov. 2017,"Air?   Water?   Land?    Pesticides on your fruit and veggies?   Autism starts how?
GMO?   Please get pesticides out of our food!  No GMOs....
Stop poisoning our air/land/water/animals/.... https://twitter.com/nytimes/status/930289711758929921 …",0,1,/jazzymorgan1311/status/930308835897724928,
292,@FarmFairyCrafts,Farm Fairy Crafts,14 nov. 2017,"via @NatGeo: A Town Demands Protection from #Pesticides:
http://news.nationalgeographic.com/2016/02/160223-photograph-aixa-argentina-avia-terai-pesticides-glyphosate/ …
#GMO
https://archive.is/ba1wq pic.twitter.com/90h09wU2Vg",1,0,/FarmFairyCrafts/status/930268410159788034,
293,@DawnRemmy,Dawn C. Remington,14 nov. 2017,"Why doesn’t CDC concentrate on Autism causing vaccines, maiming GMO’s, killing Pesticides, etc. CDC r hypocrites.",0,0,/DawnRemmy/status/930264140207177728,
294,@NoGMOsVerified,NoGMOsVerified,14 nov. 2017,Assessment and regulation of GMOs and pesticides – International conference #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/dZppx,0,0,/NoGMOsVerified/status/930246237122650112,
295,@TrainWithBain,Elizabeth R. Bain,14 nov. 2017,"The USDA Organic standards forbid any food that is defined as GMO from being labeled organic. (Also, organic totally uses pesticides! Some of the ""natural"" ones are nastier than the ""chemical"" ones too!!)",0,1,/TrainWithBain/status/930234587048919040,
296,@KathrynCrump3,Kathy Crump,13 nov. 2017,plz stop all gmo seed.all roundup &all petro & chemical pesticides  or fertilizer. No patents on seeds. Be like russia help,0,0,/KathrynCrump3/status/930205873691136000,
297,@AyuAndiRatih,Andi Ratih,13 nov. 2017,"If you don't want chemical residus, you buy GMO because some GMO allow farmers grow with 80% less pesticides.  More residues? Buy organic",0,0,/AyuAndiRatih/status/930181710184157185,
298,@judithlong30,Judith Long,13 nov. 2017,@StephanieAbrams ..reduces the CO2 ability in the region&the destruction of forests releases their storage of CO2 into the atmosphere. Then Monsanto grows GMO crops which are dangerous to health because the pesticides which are impregnated in their seeds;the fertilizes that...,0,0,/judithlong30/status/930155436845731840,
299,@crantina,TinaFab,13 nov. 2017,"So if it's organic that means no ""additives"" or no pesticides? Right? So then adding GMO label to the mix  confuses the hell outta me. https://twitter.com/trainwithbain/status/930148883807666176 …",0,0,/crantina/status/930152940521713665,
300,@blysx,Glyphosate=Cancer 💀,13 nov. 2017,"Wonder why no one pledges any money to find the CAUSE of Alzheimer's? 
#Monsanto 
#DowChemical
#DuPontAgriScience
#Pesticides
#Herbicides
#GMO https://twitter.com/folkdoc8/status/930135493618143233 …",12,13,/blysx/status/930136407569457152,
301,@nongmoreport,Non-GMO Report,13 nov. 2017,"Where's the great GMO cotton success story in India? It's a myth. A litany of miseries: After crop failure and debt, pesticides are killing farmers in Vidarbha. https://scroll.in/article/856906/a-litany-of-miseries-after-crop-failure-and-debt-pesticides-are-killing-farmers-in-vidarbha …",13,14,/nongmoreport/status/930136395867443202,
302,@maverick4pa,mark brown,13 nov. 2017,"How much more information do we need regarding pesticides? DDT,
Agent Orange+Chlorpyrifos + the like? The explosion of Autism+Chronic
Disease, GI problems common. The AMA +gmos+AB in our food? 
Medicine was basically unaware of serious disease from AB abuse
gmo problems. https://twitter.com/zenhoneycutt/status/930104278181584896 …",0,0,/maverick4pa/status/930135968086142977,
303,@swentz,swentz,13 nov. 2017,GMO corps invent GMO's so farmers can manage diseases that can devastate their crops. It's about feeding 7 billion people. It's not about creating the use of more pesticides.,0,0,/swentz/status/930128544692359168,
304,@wih_info,whatishealthy,13 nov. 2017,Not clear what you meant U know more about GMOs if U do not see the link 'GMO crop'>'more pesticide exposure' and why GMO corps invent GMOs resistant to pesticides in the first place,0,0,/wih_info/status/930127550113832960,
305,@Erst_Officer,First Officer,13 nov. 2017,"With both France and Germany moving to ban safe pesticides and all #GMO cultivation, why bother investing in the #EU at all?",0,1,/Erst_Officer/status/930126883903156227,
306,@DrPedre,Dr. Vincent Pedre,13 nov. 2017,"What are we eating?! Climate change changes the food landscape and can often cause a reduction of nutrient availability in food. Pesticides, GMO's and more. Plan to hear and speak more on this topic as it is integral to our global and personal health.http://politi.co/2yI5g2c",0,0,/DrPedre/status/930105778039648258,
307,@ThinkTheLoudest,ThinkTheLoudest,13 nov. 2017,Those ‘Cheap Feed’ GMO’s and pesticides are laughing all the way to the bank!,0,3,/ThinkTheLoudest/status/930094573803667456,
308,@newbiestoreuk,Newbie Store,13 nov. 2017,"Newbie cotton is #organic.  That means it is more sustainably grown without genetically modified organisms (GMOs), chemical pesticides or artificial fertilisers: https://goo.gl/6vFhMX   #sustainable #gotspic.twitter.com/E9Lhl0cggP",3,7,/newbiestoreuk/status/930094430434025473,
309,@randersox,Ruth Trost-Anderson,13 nov. 2017,"Your money would be better spent investing that money in organic farming, get rid of GMO's, pesticides, corn, soy.  That's what's causing Alzheimer's, cancer, autism, etc!",0,1,/randersox/status/930089761737342978,
310,@ManOfTommorrow,Alex C Kent,13 nov. 2017,@StephanieAbrams @JenCarfagno Also needed to address the fact that GMO pesticides like Glyphosate have proven to be bad for the environment (especially aquifer seepage) and weeds are quickly becoming immune to them.,0,1,/ManOfTommorrow/status/930087524357337088,
311,@FarmFairyCrafts,Farm Fairy Crafts,13 nov. 2017,"via @NatGeo: A Town Demands Protection from #Pesticides:
http://news.nationalgeographic.com/2016/02/160223-photograph-aixa-argentina-avia-terai-pesticides-glyphosate/ …
#GMO
https://archive.is/ba1wq pic.twitter.com/gvl2mrd9bs",0,0,/FarmFairyCrafts/status/930087192348774401,
312,@FarmFairyCrafts,Farm Fairy Crafts,13 nov. 2017,"via @NatGeo: Second Silent Spring? Bird Declines Linked to Popular #GMO #Pesticides
http://news.nationalgeographic.com/news/2014/07/140709-birds-insects-pesticides-insecticides-neonicotinoids-silent-spring/ …pic.twitter.com/EhkxLut4Qt",1,0,/FarmFairyCrafts/status/930085694248226816,
313,@NoGMOsVerified,NoGMOsVerified,13 nov. 2017,"How GMOs, Pesticides and Processed Foods Contribute to Common Bowel Disorders #GMOs #GMO http://NoGMOsVerified.com  /fd http://dld.bz/fjwZp",0,0,/NoGMOsVerified/status/930060032674287616,
314,@joimonki,Joimonki,13 nov. 2017,"@GMOGottaGo I spent years trying to get clarity GMOs before I found science about them. Demonizing GMO food is a social justice issue, depriving children of more nutrient rich rice, native farmers of crops needing less pesticides, etc.",0,0,/joimonki/status/930044390818701312,
315,@evanstamarin,Tamarin,13 nov. 2017,@WOOLWORTHS_SA is your fruit/veg grown free of pesticides? Is it genetically modified? I can't seem to find this info on your website...,0,0,/evanstamarin/status/930041344550232065,
316,@GMWatch,GMWatch,13 nov. 2017,"Sucking pests and the pink bollworm have damaged vast tracts of #GMO Bt cotton right across Maharashtra, according to the head of the state's special task force on farm distress, necessitating greater spraying of pesticides, with devastating consequences for people in the region. https://twitter.com/GMWatch/status/929985158849159168 …",17,3,/GMWatch/status/930029554575511552,
317,@HolisticWellAdv,Melody Byblow,13 nov. 2017,"It's GMO canola, treated with pesticides as well... killed these cattle when some idiot dumped a pile of seed on... http://fb.me/1oMvrGdV2",0,0,/HolisticWellAdv/status/929944616585125888,
318,@NoGMOsVerified,NoGMOsVerified,13 nov. 2017,Is Monsanto hot for Bayer's pesticides? #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/e9CXM,0,0,/NoGMOsVerified/status/929868735669784576,
319,@FrauLoosli,Frau Loosli  🔹,12 nov. 2017,"Pesticides, GMO yes _ climate change no _ bc this worlds problem is not CC .. it is the pollution taking place in the sky, on the fields, in our food & products, in our body's, etc.",0,0,/FrauLoosli/status/929827838290812928,
320,@lorrinesilva,lorrine silva,12 nov. 2017,why is it folks don't realize these GMO foods are created with pesticides in them to make them resistant,0,0,/lorrinesilva/status/929823829924311040,
321,@NoGMOsVerified,NoGMOsVerified,12 nov. 2017,"Groundbreaking Legal Action Filed to Protect US Wildlife, Forests from #GMO Pesticides http://dld.bz/dpTRz  
#LabelGMOs http://NoGMOsVerified.com",0,0,/NoGMOsVerified/status/929816953140768768,
322,@8extremes,8extremes,12 nov. 2017,Why DO our tax dollars go to subsidize Monsanto pesticides & Genetically Modified Seed #contamination when Organic Tastes SO MUCH BETTER & Biodiversity creates Sustainability US Totally Missing the BEST Choice  AGAIN #DumpTheJunk #DumpMON #Resistpic.twitter.com/teWWf3azRS,9,6,/8extremes/status/929805148343353344,
323,@SSF_BERF_DEFM,SSF-BERF-DEFM,12 nov. 2017,You r what ur livestock eats so 4 factory animals that's GMO's drenched w.pesticides & chicken shit http://goo.gl/uuEJ4i?fPP,1,2,/SSF_BERF_DEFM/status/929779019620352000,
324,@jorgerojasgam,Jorge ..,12 nov. 2017,"Vaccine effects, pesticides effects, pharma effects, GMO’s effects.",0,0,/jorgerojasgam/status/929755581195399169,
325,@ginadibee,ginadibee,12 nov. 2017,"BigAg and our government had paid and still pays to rip trees out, cut down orchards, in order to plant more gmo seeds and spray more pesticides, yes also in Canada. Ask, Investigate, Question. https://twitter.com/ewg/status/929706602210496513 …",0,0,/ginadibee/status/929709659048382464,
326,@Volker_Straub,Volker Straub,12 nov. 2017,Urgently needed: A neutral body betw. #politics #industry #science #NGOs in #Glyphosat #neonics #Pesticides #GMO controversy. Today we only have instumented #scientists + #FakeNews from lobby groups. It takes a #facts based #debate about #FutureofFood + #agriculture! @FarmEuropehttps://twitter.com/eaAgriFood/status/929128304807940096 …,0,1,/Volker_Straub/status/929708784318115841,
327,@FarmFairyCrafts,Farm Fairy Crafts,12 nov. 2017,"IgE Sensitization to Bacterial & Fungal #Pesticides in a Cohort of Danish Greenhouse Workers: the BIOGART Study: http://www.ncbi.nlm.nih.gov/pubmed/15376210 
#GMO",0,0,/FarmFairyCrafts/status/929701930355609600,
328,@FarmFairyCrafts,Farm Fairy Crafts,12 nov. 2017,"Ace Hardware, True Value Urged to Drop #Pesticides Said to Hurt #Bees: http://www.chicagotribune.com/business/ct-bee-killing-pesticides-0912-biz-20150911-story.html … #GMO",1,0,/FarmFairyCrafts/status/929662652380532736,
329,@FarmFairyCrafts,Farm Fairy Crafts,12 nov. 2017,"via @NatGeo: A Town Demands Protection from #Pesticides:
http://news.nationalgeographic.com/2016/02/160223-photograph-aixa-argentina-avia-terai-pesticides-glyphosate/ …
#GMO
https://archive.is/ba1wq pic.twitter.com/7k3MmGCTMh",0,0,/FarmFairyCrafts/status/929634216840704006,
