,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
193,@Edznyabiba,Eddz Nyabiba,5 oct. 2017,my take @davetarus GMO issuch a huge animal even for scholars themselves. While me n you see some point our social campaign wont yield much!,0,0,/Edznyabiba/status/915832698698174464,
194,@RashondaMack,Shrimpy1,5 oct. 2017,This country tells you about a white mass murderers social dating profile to humanize this GMO. While UNARMED blacks are demonized. #WeKneel,0,0,/RashondaMack/status/915793023065317376,
195,@Retrogirl01,Lynda Hogan,4 oct. 2017,"We live in a FAKE GMO Society!  Fake teeth, Fake boobs, Fake nails, Fake hair, Fake processed food, Let's just get real!",0,0,/Retrogirl01/status/915584664160669698,
196,@kerolporto,Caroline Portto,4 oct. 2017,"V annoying to know,""you don't have the skillset for this"".I forgot we live in a prodigy society w/half robots genetically modified#jobfairy",0,0,/kerolporto/status/915508457058574336,
197,@agbiotech,CBI,4 oct. 2017,Learn how GMO help farmers and society address some of today’s most pressing environmental challenges. #environmenthttps://www.youtube.com/watch?v=KonUXpTv0SI …,0,0,/agbiotech/status/915370635207086082,
198,@dveganterrorist,Noe x,3 oct. 2017,"Dominant genes. 
Yet wilds are the devil 
And GMO are the godly 
In this society. 
#vegan… https://www.instagram.com/p/BZzT4BYhJc8/",0,0,/dveganterrorist/status/915334677195567104,
199,@mega_hammer,meg hamberlin,3 oct. 2017,"Which sounds weird, but all of the variables in today society (media, GMO, enviro. People, etc), its hard to pinpoint snapping points.",0,0,/mega_hammer/status/915309525023866880,
200,@HardcoreSkeptic,Cory Johnston,3 oct. 2017,"Anti gmo, anti vaccine dude turns out to be anti social justice. No surprise there. Just fucking annoying.",0,0,/HardcoreSkeptic/status/915265566788616192,
201,@FarmFairyCrafts,Farm Fairy Crafts,2 oct. 2017,"If it Weren't 4 #GMO Food & #Pesticides, Our Society Wouldn't b so Concerned w Health & What We Put in Our Bodies. Thanks Guys!",0,0,/FarmFairyCrafts/status/914935860252090369,
202,@Druidism,Wise Cosmic Owl,2 oct. 2017,Physicians for Social Responsibility Support Labeling of GMO Foods | PSR http://bit.ly/2cS5fgV  https://twitter.com/RealFKNNews/status/914904612737617920/photo/1pic.twitter.com/piVfoqi1TH,0,0,/Druidism/status/914905542698651649,
203,@NoGMOsVerified,NoGMOsVerified,2 oct. 2017,India: Prominent civil society members write to govt against GM mustard #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/eWbE6,0,0,/NoGMOsVerified/status/914739009355730944,
204,@MarkHoofnagle,Mark Hoofnagle,30 sept. 2017,"Avoid GMO?  The technology that every single national scientific society has concluded is safe?  Whats next, avoid vaccines?",0,1,/MarkHoofnagle/status/914082067637526528,
205,@gfajdi,Grega Fajdiga,30 sept. 2017,"Why GMO isn't a bad thing.
EU and GMOs: The case for a knowledge-based society http://www.euractiv.com/section/agriculture-food/opinion/wed-eu-and-gmos-the-case-for-a-knowledge-based-society/?utm_content=bufferf1ab0&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …",2,0,/gfajdi/status/914009054304980992,
206,@GooSquirrel,Pumpkin Squirrel who probably is a nerd,29 sept. 2017,Neither they or galactic society know if they're natural or GMO,0,0,/GooSquirrel/status/913861465689423872,
207,@Squirrel_MA,Squirrel_MA,28 sept. 2017,"The new social media platforms will have to prove their worthiness, like the gmo foods https://twitter.com/rvawonk/status/913502795684302849 …",0,0,/Squirrel_MA/status/913529489774088192,
208,@Smaknificent,ᴇʀɪᴄ ᴍᴄᴋɴɪɢʜᴛ,28 sept. 2017,"1) fiat < crypto
2) Caskets n burial < bio-urn
3) democracies n republicans < Anarcho Captialist society
4)GMO < organic
 
@PoliticAlBor",0,0,/Smaknificent/status/913524572955205632,
209,@TaMollieMedia,Anna Eason,28 sept. 2017,The latest Social Haywood County Daily! http://paper.li/tamolliemedia/social-haywood-county?edition_id=44e503f0-a45e-11e7-8d59-0cc47a0d15fd … Thanks to @SmokyMtnNews #gmo #gmos,0,0,/TaMollieMedia/status/913419055540920321,
210,@nina_holland,Nina Holland,28 sept. 2017,"""What technology society wants to use, that needs a ethical debate"". Ricarda Steinbrecher, http://www.ensser.org  #BiotechEU #GMO",3,2,/nina_holland/status/913334081374556160,
211,@GMOFreeEU,For a GMO-free EU,28 sept. 2017,"""We want to engage society to define the goals and framework of public research"" #Biotech #GMO",0,1,/GMOFreeEU/status/913329189318807552,
212,@GMOFreeEU,For a GMO-free EU,28 sept. 2017,"John Bell: ""Technologies are just a tool box. It is to society to decide which to use"" #BiotechEu #GMO",0,1,/GMOFreeEU/status/913328337858244609,
213,@agbiotech,CBI,28 sept. 2017,Learn how GMO help farmers and society address some of today’s most pressing environmental challenges. #environmenthttps://www.youtube.com/watch?v=KonUXpTv0SI …,0,0,/agbiotech/status/913196308390924290,
214,@AJStein_de,Alexander J. Stein,27 sept. 2017,EU and GMOs: Case for a knowledge-based society: http://sco.lt/5T8E3V  | #GMO #foodsafety #regulation #mycotoxins #health #polenta #ag,0,0,/AJStein_de/status/913160306087559169,
215,@Shasha44373856,Shasha,27 sept. 2017,"Your wrong, Frank, social media has exposed the corruption of government, Hollywood, music industry, vaccines, GMO FOODS.",0,0,/Shasha44373856/status/913094915424440320,
216,@achengula,Augustino Chengula,27 sept. 2017,Genetically Modified Society — Full Movie (1080p HD) http://kipaduka.com/2017/09/27/genetically-modified-society-full-movie-1080p-hd/ …,0,0,/achengula/status/912937220104790017,
217,@FANS_OF_EARTH,BIG,26 sept. 2017,"WE MUST BAN GMO!  THEIR MYTH OVER POPULATION ON EARTH, NOT ENOUGH FOOD IS A LIE ,ANOTHER EXCUSE TO POISON SOCIETY!  SEE PROOF  ON UTUBE>JOIN https://twitter.com/newscientist/status/912700261390540803 …",1,1,/FANS_OF_EARTH/status/912700999894274049,
218,@louiealcarde,Louie,26 sept. 2017,This society is over-rating a GMO.,0,1,/louiealcarde/status/912699848347942917,
219,@NoGMOsVerified,NoGMOsVerified,26 sept. 2017,Civil society denounces World Bank scheme to hijack farmers' rights to seeds #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/fukqj,0,0,/NoGMOsVerified/status/912494622185807872,
220,@artnthesoul,KRisSy,26 sept. 2017,It's the food...laden with chemicals...gmo's....and people wonder why we are a sick society? When will most wake up to this?,0,5,/artnthesoul/status/912479995234340864,
221,@Druidism,Wise Cosmic Owl,25 sept. 2017,Physicians for Social Responsibility Support Labeling of GMO Foods | PSR http://bit.ly/2cS5fgV  https://twitter.com/RealFKNNews/status/912458495651348481/photo/1pic.twitter.com/gTOAr3QWOU,0,0,/Druidism/status/912460343594668032,
222,@stanleyfosha,StanleyFosha,25 sept. 2017,The GMO society of enhanced beings will wipe us out long before even Skynet logs in pic.twitter.com/deHA6FOMGc,0,2,/stanleyfosha/status/912354798942404608,
223,@FarmFairyCrafts,Farm Fairy Crafts,25 sept. 2017,"If it Weren't 4 #GMO Food & #Pesticides, Our Society Wouldn't b so Concerned w Health & What We Put in Our Bodies. Thanks Guys!",0,0,/FarmFairyCrafts/status/912169881956704257,
224,@tracesheehan,Trace Sheehan,24 sept. 2017,Glad there's a PhD (BioChem) on panel b/c Jing-Ke Weng is only voice that should matter on #GMO. Not a filmmaker or a social scientist. https://twitter.com/mem_somerville/status/910860132904513536 …,0,3,/tracesheehan/status/911974266664624128,
225,@littleandlithe,logged off,22 sept. 2017,Especially in a society so completely enthralled by the poison of propaganda against transgenic organisms,0,1,/littleandlithe/status/911283401616789506,
226,@hughiechops,Hugh,22 sept. 2017,"""I've met many people who are pro GMO but anti Monsanto."" Lucy Carter on social acceptance and public engagement/communication #sba2017",2,3,/hughiechops/status/911092142193254400,
227,@Glamour1Doll,✨ ✨Miss Henry ✨ ✨,21 sept. 2017,"GMO Day at HQ 
Townhall + Meet & Greet +Social Hour
#LifeAtATTpic.twitter.com/gyd1KWgJ7B",2,7,/Glamour1Doll/status/911003434391949312,
228,@LtspeedBioTech,LightSpeed BioTech,21 sept. 2017,"Find us on other social media for more information on our #innovative #farming system!
Never: GMO, pest, herb, insect, or fungicides.  pic.twitter.com/70F9JWMo4h",0,0,/LtspeedBioTech/status/910935599653183489,
229,@FlorianABusch,Florian Busch,20 sept. 2017,Q&A with #foodevolution director Scott Hamilton Kennedy discussing the science and social issues of #GMO @GMO_onlypic.twitter.com/8xdexB3rOL,1,9,/FlorianABusch/status/910459273036959744,
230,@tquinn_,Todd D. Quinn,20 sept. 2017,"There is a Utopian Natzi Society under the Ice. There are fields of non GMO produce/seeds, Tesla Unlimited fuel/Electricity, heat, light. pic.twitter.com/MbcMRYpic0",0,0,/tquinn_/status/910312408006225920,
231,@ArnabGswm,Arnab Goswami,19 sept. 2017,Modi’s government has sold off the economic and social bedrock of the country – agriculture – to foreign GMO agribusiness. New India,3,13,/ArnabGswm/status/910104075093516288,
232,@gmo_crops,GMO Crop News,19 sept. 2017,#GMO news: North American Vegetarian Society Celebrates World Vegetarian Day on October 1 with Contest Kickoff http://ow.ly/dfjr50e7bNN,0,0,/gmo_crops/status/909931004239974400,
233,@FoodSovereignGH,FoodSovereigntyGhana,18 sept. 2017,Nigerian Civil Society Groups Sue Government and Monsanto over Permit for GMO Cotton https://twitter.com/PanAfricanists/status/909734282679275520 …,7,2,/FoodSovereignGH/status/909825340784173059,
234,@Druidism,Wise Cosmic Owl,18 sept. 2017,Physicians for Social Responsibility Support Labeling of GMO Foods | PSR http://bit.ly/2cS5fgV  https://twitter.com/RealFKNNews/status/909800979255758849/photo/1pic.twitter.com/6lHlxvJony,0,0,/Druidism/status/909801559017574400,
235,@franknfoode,Frank N. Foode,17 sept. 2017,If I was algae I could swim to freedom. Only social media can save me now. #GMO #alcatrazpic.twitter.com/lHLTL2isY4,1,5,/franknfoode/status/909492316351713281,
236,@Jeffrey_of_Troy,The Army of the 12 Deplorable Monkeys,15 sept. 2017,"""If UK Royal Society can't argue for GMO w/o distorting, it indicates that distortion is essential to the argument."" https://www.sott.net/article/361634-Case-study-in-how-the-health-risks-of-GMOs-have-been-systematically-misrepresented …",0,0,/Jeffrey_of_Troy/status/908829690109992960,
237,@suzettepetillo,Suzette,15 sept. 2017,"This is what Facebook social experiments do to ppl gone insane from #chemtrails exposure, #FluoridatedWater #GMO & NO GOD. 
Congrats, zuck!",0,0,/suzettepetillo/status/908745229833928704,
238,@trillbin,Thomas,13 sept. 2017,"Society Nowadays:
Society: can I get a chipotle burrito with extra norovirus?
Mcdonald's: would you like gmo poison with that?
Society: yes",1,8,/trillbin/status/908070304504786945,
239,@achengula,Augustino Chengula,12 sept. 2017,4.1 – Genetically Modiﬁed Organisms [Genetics and Society: A Course for Educators] http://kipaduka.com/2017/09/12/4-1-genetically-modi%ef%ac%81ed-organisms-genetics-and-society-a-course-for-educators/ …,0,0,/achengula/status/907495681484578818,
240,@thereal_truther,TheReal Truther,12 sept. 2017,Nobody forcing you to eat GMO's but for those in poverty they save I'm sure you'll understand the value they hold for society.,0,2,/thereal_truther/status/907446194841849857,
241,@charliecookiec,Charles Cook,12 sept. 2017,"Crazy what social media teaches haha. No cages, no hormones, no gmo, all from California. @ San… https://www.instagram.com/p/BY7O7gLjqNo/",0,0,/charliecookiec/status/907442502709469185,
242,@briannykiforuk,brian nykiforuk,12 sept. 2017,Its so sad all these anti farm people anti gmo are so uneducated They really have no purpose in life except Starbucks and social media,0,10,/briannykiforuk/status/907397198836408320,
243,@MarkAnt72,SpiritSamba,11 sept. 2017,http://www.countercurrents.org/2017/09/11/cultural-imperialism-and-the-seeds-of-catastrophe-ripping-up-the-social-fabric-of-india/ … Cultural Imperialism And The Seeds of Catastrophe: Ripping Up The Social Fabric of India. @RichieAllenShow #GMO,1,1,/MarkAnt72/status/907172873449680898,
244,@JaredLovering,Jared Lovering,11 sept. 2017,3/ caloric or vitamin deficiencies. CC is the most destabilizing threat to human society. But resistance to the potential benefits of GMO,0,0,/JaredLovering/status/907125085995192320,
245,@Olivefarmer,Philli H,11 sept. 2017,Shame you Canadians did not listen to Royal Society recommendations on GMO safety you would have less NAFLD leading to lymphoma in farmers.,0,1,/Olivefarmer/status/907074236144951296,
246,@Olivefarmer,Philli H,11 sept. 2017,Oh yes...with Nina Federoff forgetting to mention viral promoters in GMO ...but precaution applied.Royal society then..great recommendations,0,1,/Olivefarmer/status/907073746992631808,
247,@YProbiotics,Younique Probiotics,10 sept. 2017,Top 10 Worst GMO Foods for Your GMO Foods List | Natural Society Read #labels #Knowledgeispowerhttp://naturalsociety.com/top-10-worst-gmo-foods-list/ …,0,0,/YProbiotics/status/906764339973156865,
248,@amy_mariska,Amy Peterson,9 sept. 2017,"""I Am Not I"" by G.V. Anderson features a human woman desperate to continue to pass in a society of varied genetically modified humans.",0,0,/amy_mariska/status/906565381157928960,
249,@mrinstadotgram,ĪĪĪ,9 sept. 2017,Top 10 Worst GMO Foods for Your GMO Foods List | Natural Society http://naturalsociety.com/top-10-worst-gmo-foods-list/ …,0,0,/mrinstadotgram/status/906529011467251713,
250,@Druidism,Wise Cosmic Owl,9 sept. 2017,Physicians for Social Responsibility Support Labeling of GMO Foods | PSR http://bit.ly/2cS5fgV  https://twitter.com/RealFKNNews/status/906524385850392577/photo/1pic.twitter.com/nhNQI4SL35,0,0,/Druidism/status/906524784086978561,
251,@agbiotech,CBI,7 sept. 2017,Learn how GMO help farmers and society address some of today’s most pressing environmental challenges. #environmenthttps://www.youtube.com/watch?v=KonUXpTv0SI …,1,3,/agbiotech/status/905586166786818048,
252,@OlivierLambert,{{{Oli}}} [Not your secret Santa],7 sept. 2017,"That much emotionally invested in them. Unlike social or political subjects, or even vaccines and gmo etc.",0,0,/OlivierLambert/status/905585248339144707,
253,@StLHandyMan,Scotty,5 sept. 2017,My gut instinct points out the connection. Dumbing down of Society thru the GMO food that disrupts people's... http://fb.me/aRTC1OXED,0,0,/StLHandyMan/status/905208125418065921,
254,@wordsofshane,Laura Shane,5 sept. 2017,"Anytime someone's posts a non GMO, wrapped treat on social media, I instantly assume there's weed in it.",1,0,/wordsofshane/status/905197106234769408,
255,@ekogaia,Glenn Ashton ekogaia,5 sept. 2017,"#GMO industry you tout is such a pillar of society:
http://globalnews.ca/news/2414720/documents-reveal-canadian-teenager-the-target-of-gmo-lobby/ …
http://progressive.org/magazine/how-the-biotech-industry-cultivates-positive-media/ …
& you accuse others of pushing agenda?https://twitter.com/stuartsmyth66/status/905171221712560128 …",0,0,/ekogaia/status/905188517634035716,
256,@NoNameCulture,Melville  🇩🇪  🇺🇸,3 sept. 2017,"GMO
Islam
1984/Brave new world-ization, social justice death cult
rise of VICIOUS racism against whites
also big stuff. https://twitter.com/NoNameCulture/status/904451327589265408 …",0,0,/NoNameCulture/status/904451525187010560,
257,@twilleytron,twilleytron,3 sept. 2017,Why the world's farmed salmon are linked to GMO crops when the majority of your social media time zone is asleep.,0,0,/twilleytron/status/904381688494645249,
258,@wizardQi,Robert A Adjutant,3 sept. 2017,"Retweeted GMO Free Canada (@GMOFreeCanada):
- The UK’s Royal Society: a Case Study in How the Health Risks of... http://fb.me/1n9Ami3UZ",1,0,/wizardQi/status/904269727404630016,
259,@1971_Martin_D28,Earth Protector,2 sept. 2017,@gmo_free_living @ajc11755Well I am sure they certainly have the extra income unlike us that work in education and social service in the USA,0,0,/1971_Martin_D28/status/903993347844472835,
260,@thefaceberg,Faceberg,2 sept. 2017,"Environmental toxins, GMO crops, social alienation: these all have origin in the Doctor Question. If you aren't sick, he doesn't have a job. pic.twitter.com/2niGqpy7ts",41,154,/thefaceberg/status/903771580525838336,
261,@HeatHugg88,"Heather,  Sick Twisted McJackhole",1 sept. 2017,Can you explain the Capitalist body count?? Please? Because Capitaism & GMO's ended world hunger... Social & Commu keeps food from people?! https://twitter.com/abiwilks/status/903551501464997888 …,0,0,/HeatHugg88/status/903682095989567488,
262,@colquetzlquatl,Wesley,1 sept. 2017,I agree with you. GMO's are good for our society. GMO's are not what my tweet was about.,0,1,/colquetzlquatl/status/903636274812211200,
263,@JourneyofFlower,JAMBS,1 sept. 2017,"Or Cancer society with all drugs coming from IReland, break American kids with fake foods, dyes, chemicals and GMO and profit them? Fuc that",0,0,/JourneyofFlower/status/903580917842640897,
264,@DiziTaughtMe,#GenuineLifestyle,1 sept. 2017,We're a genetically modified generation. Nothing about us is natural anymore. Society is our new religion & media... http://fb.me/7QL1Ks3ZX,0,0,/DiziTaughtMe/status/903550329664483328,
265,@Druidism,Wise Cosmic Owl,31 ago. 2017,Physicians for Social Responsibility Support Labeling of GMO Foods | PSR http://bit.ly/2cS5fgV  https://twitter.com/RealFKNNews/status/903368589180358656/photo/1pic.twitter.com/3GJ7gqmTov,0,0,/Druidism/status/903370220684935168,
266,@Social_Media_c4,Cool Social Media,31 ago. 2017,Can you plant a GMO crop and still certify it organic? - Neil deGrasse Tyson asks Plant Geneticist Pamela Ronal... http://ow.ly/Ftlx50dLCiH,0,3,/Social_Media_c4/status/903256161872482304,
267,@TheMuddyCuck,"Muddy Cuck, the Race Mixing Degenerate",30 ago. 2017,"#GMO's are an example for Social Justice impacting hard, not social sciences. At some point, all scientists will have to join the right.",1,1,/TheMuddyCuck/status/903023995930345472,
268,@Social_Media_b5,Social Media Today,30 ago. 2017,GMO: ‘Tremendous’ Investing Opportunities in Climate Change - GMO's Lucas White and Jeremy Grantham also addres... http://ow.ly/qrDq50dKEsh,0,0,/Social_Media_b5/status/902980716144857090,
269,@BioBeef,Alison Van Eenennaam,30 ago. 2017,Interesting that GMO soybeans in social pillar of sustainability rather than environmental pillar in EU i#EAAP2017 pic.twitter.com/S7FOa0nZ9n,3,2,/BioBeef/status/902887952535232512,
270,@ScottBiggsify,Biggsy,28 ago. 2017,"But then, I've found myself repelled by social media lately.  I'm not even making fun of anti-vaxxer/GMO fearmongers. What happened to me? pic.twitter.com/s7wVW9VRUs",0,1,/ScottBiggsify/status/902306872639635456,
271,@Bmaa,Bodil Maal,28 ago. 2017,Civil society groups reject IITA’s plan to grow genetically-modified cassava https://guardian.ng/news/civil-society-groups-reject-iitas-plan-to-grow-genetically-modified-cassava/ …,2,1,/Bmaa/status/902277120516345856,
272,@NnimmoB,Nnimmo,28 ago. 2017,Civil society groups reject IITA’s plan to grow genetically-modified cassava https://guardian.ng/news/civil-society-groups-reject-iitas-plan-to-grow-genetically-modified-cassava/ … @Health_earth @GMWatch @Afsaafrica,39,40,/NnimmoB/status/902052252004835328,
273,@Dawn2334Dawn,#MAG NIFIED,27 ago. 2017,"@WEforumGroup 
WHEN SPEAKING ON LOW BIRTH RATE...EXPLAIN HOW IT OCCURS..VACCINES, GMO's, POISONED WATER
ask Fabian Society..quit killing us pic.twitter.com/6O7eHdPSTf",0,0,/Dawn2334Dawn/status/901625643678531584,
274,@NoGMOsVerified,NoGMOsVerified,27 ago. 2017,UK Royal Society whitewash on GM crops #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/eCDab,0,0,/NoGMOsVerified/status/901597469649326081,
275,@12Stringplyr,12StringGuitar,26 ago. 2017,"I'll say it again, GMO's and fluoride have done their jobs.... totally a brain dead absolutely insane society.
 https://twitter.com/duaneallen/status/901455424297340928 …",0,2,/12Stringplyr/status/901457853969551361,
276,@starlithero,wtf is Robbie rocks all? 🇨🇦 🍀,26 ago. 2017,To your raging against society meeting that you're having this afternoon? I will bring GMO corn. LOL Pmsl,0,0,/starlithero/status/901451384658083840,
277,@WinnDixie,Winn-Dixie,26 ago. 2017,"Thank you for your suggestion regarding non GMO products. 
WD Social Media Team",0,1,/WinnDixie/status/901271830476050432,Usuario Verificado
278,@mattelirod,Broken Matt,25 ago. 2017,"When you're creating genetically modified animals to be killed for fashion, you know we've hit a new low in humanity and a society. https://twitter.com/katepow3ll/status/900816588479356929 …",1,0,/mattelirod/status/901134518979100672,
279,@Way_ofJay,Young King,24 ago. 2017,This man Gmo done slacked on all social media. Gotta get him here.,0,1,/Way_ofJay/status/900802569995513860,
280,@NoGMOsVerified,NoGMOsVerified,23 ago. 2017,Experts warn home 'gene editing' kits pose risk to society #GMOs #GMO http://NoGMOsVerified.com  /fd http://dld.bz/eXPeY,0,0,/NoGMOsVerified/status/900334198975868928,
281,@Paedugar,Pablo Eduardo García,22 ago. 2017,Two studies using precision GMO ants directly link a gene with odor response and social behaivor traits https://twitter.com/CellCellPress/status/900011578304626688 …,1,0,/Paedugar/status/900043054333042689,
282,@WeAlignUtah,Align Utah,22 ago. 2017,"The 3 SCARIEST Words in our Society Today! 
Watch the free Docu-series ""GMO'S Revealed"" starting TODAY!... http://fb.me/3FG1vHb7K",1,1,/WeAlignUtah/status/900009431211024384,
283,@TaMollieMedia,Anna Eason,22 ago. 2017,The latest Social Haywood County Daily! http://paper.li/tamolliemedia/social-haywood-county?edition_id=8cc17c20-86e6-11e7-964b-0cc47a0d15fd … Thanks to @SmokyMtnLiving #gmo #communication,0,0,/TaMollieMedia/status/899829492662890498,
284,@Laffincrow,Laffincrow,21 ago. 2017,Wish I'd have known more about GMO foods when raising kids. #TotsInPot society,0,0,/Laffincrow/status/899662593534644224,
285,@PandaCaveat,DynRo$e,21 ago. 2017,I sit on Maria - she's nice and plump from the GMO diet of a brainwashed society and she doesn't know when to stop the carbs - fluffy chair,0,0,/PandaCaveat/status/899427821520429056,
286,@BonaElZee,❄♕悟りを開いた♕ ❄,20 ago. 2017,"Organic followers make social media fun to play on, easier to network & sell product. I need organic, not GMO",0,1,/BonaElZee/status/899416631142752256,
287,@GMFreeze,GM Freeze,20 ago. 2017,Opposition to #GMO is much misunderstood - see @GMFreeze evidence on how social & ethical concerns get sidelined http://ow.ly/cdVw30etPMK,2,1,/GMFreeze/status/899248413757251584,
288,@Olivefarmer,Philli H,19 ago. 2017,Hopefully @Pvincell is honest enough to discuss  tragedy of Canadian Gov ignoring Royal Society safety recommendations for GMO technology. https://twitter.com/kevinfolta/status/898989192339898368 …,0,0,/Olivefarmer/status/899012920838823936,
289,@tonybrooklyn5,Antonio Alvarez,19 ago. 2017,Are These GMO Meatless Burgers Safe To Eat? The FDA Isn't Sure | Natural Society http://naturalsociety.com/gmo-meatless-burgers-safe-fda-not-sure-1560/ …,0,0,/tonybrooklyn5/status/898792884685512704,
290,@franknfoode,Frank N. Foode,18 ago. 2017,"Vandalism of #GMO crops, defended by @GMWatch and Seralini. So much for civilized society? https://twitter.com/GMWatch/status/898445375811588097 …",5,9,/franknfoode/status/898472634492477441,
291,@AITAOR777,Age of Revealing,18 ago. 2017,"A call to true social action
Please #share just #Boycott 
#realnews # gmos #gmo #goOrganicpic.twitter.com/nJSwVCJeGo",0,0,/AITAOR777/status/898382198881046529,
292,@ErikEvo2016,Erik Daniel,17 ago. 2017,The American cancer society is paid by sponsors like Yum brands and GMO labeled foods. They don't care about our health they care about $$$,0,0,/ErikEvo2016/status/898315541072429057,
293,@NoGMOsVerified,NoGMOsVerified,17 ago. 2017,Argentine social movements strike back against Monsanto #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/ej3t3,1,0,/NoGMOsVerified/status/898210105010900992,
294,@DCPopa,"Dragos Popa, PhD",16 ago. 2017,"Very interesting piece on ""wicked"" problems: social vs. technical problems http://www.tandfonline.com/doi/full/10.1080/14494035.2017.1361635 … #climatechange #GMO #hydraulicfracturing",0,0,/DCPopa/status/897877050383638528,
295,@CeferinoCenizo,Ceferino Cenizo,16 ago. 2017,The UK’s Royal Society: a Case Study in How the Health Risks of #GMO s Have Been Systematically Misrepresented https://www.independentsciencenews.org/health/the-uks-royal-society-how-the-health-risks-of-gmos-have-been-systematically-misrepresented/ …,0,0,/CeferinoCenizo/status/897745931587727360,
296,@IBchemmilam,IBchemJedi,15 ago. 2017,"Go slice open a baby cow to get some non gmo cheese before you tough talk on social media, have diabetes and skip out on gmo insulin",0,0,/IBchemmilam/status/897564745594658816,
297,@EarLthaDon,Earl the don,15 ago. 2017,Breeds of a needless society/ in the name of greed we get a seedless society/GMO,0,0,/EarLthaDon/status/897496965411250177,
298,@gmo_free_living,GMO Free,15 ago. 2017,This is all very disturbing. This guy should be in prison. And out of society. We all came from somewhere else. This is America!,0,1,/gmo_free_living/status/897414462256418816,
299,@Retrogirl01,Lynda Hogan,15 ago. 2017,I'm so tired of working all day and growing non GMO food!!!!! These people are a distraction in society!,0,1,/Retrogirl01/status/897274533513752577,
300,@CyrilWilson7,Cyril Wilson,14 ago. 2017,"GMO's; How deep & corrupt is the industry?
GMO's; Who is taking their cash to provide the cover-up?
The UK’s Royal Society?  It seems so! https://twitter.com/BioSRP/status/891083449230131200 …",0,0,/CyrilWilson7/status/897010862573195264,
301,@AutisticFlame,Autistic MacCleverer,13 ago. 2017,"society wnts to raise humans like we're gmo corn
intimate control of certain personl properties
does a gmo crop society cause social cancer?",0,1,/AutisticFlame/status/896604976306429953,
302,@rv59268,herve.Gustin,12 ago. 2017,"Here society don't want GMO, hate pesticid but wants clean products! Ag performs in France can decrease in the next year !",0,2,/rv59268/status/896344914304409601,
303,@NoGMOsVerified,NoGMOsVerified,12 ago. 2017,The Royal Society's assault on the science of GM foods must cease #GMOs #RightToKnow #GMO /gw http://dld.bz/dHS7a,1,0,/NoGMOsVerified/status/896297535878332416,
304,@inforsociety,Information Society,11 ago. 2017,"Canadians Are First to Sample Genetically Modified Salmon - http://bit.ly/2fwPSQT 
Information Society pic.twitter.com/HU3xz1wwxj",0,0,/inforsociety/status/895859715418103808,
305,@Rod_in_South_AB,Rod Rod Rod,10 ago. 2017,"@ABDanielleSmith 
Celebrity @ChefMichaelSmth caught some flak on social media yesterday for promoting GMO salmon from PEI.  Try him.",0,0,/Rod_in_South_AB/status/895685592939339776,
306,@GMWatch,GMWatch,10 ago. 2017,Stop Golden Rice protest held in Bangladesh by hundreds of farmers & civil society supporters https://www.grain.org/article/entries/5764-asia-farmers-network-resounds-strong-call-to-stop-golden-rice … #gmo pic.twitter.com/BXQLa6Gi8G,36,19,/GMWatch/status/895684980235538432,
307,@_Bananaphone_,NannersBatemans,10 ago. 2017,society doesn't like testosterone so It's ok to pump estrogen into the water and gmo chicken. meanwhile white guys get gyno n r fat,0,0,/_Bananaphone_/status/895657929759531008,
308,@TulsaFollowBack,TulsaFollowBack,10 ago. 2017,The latest Tulsa Social Media! http://paper.li/TulsaFollowBack/TulsaFollowBack?edition_id=e22fb630-7d9b-11e7-964b-0cc47a0d15fd … Thanks to @raisincainmovie @Bencampbell01 @GroganontheGO #success #gmo,0,0,/TulsaFollowBack/status/895544471152201728,
309,@JudyQT12,My President,10 ago. 2017,"Jobs were shipped away, food was being poisoned by Monsanto GMO, coal jobs & all manufacturing shipped out of US seeing the writing on the",0,0,/JudyQT12/status/895499558897147904,
310,@Yet_another_ODE,Juan G Robalino,10 ago. 2017,"Outof 5000 exhibitors only 7 with ur label, mostly foreigners where GMO culti is banned; u can't fool me, u blatant lier enemies of society!",0,0,/Yet_another_ODE/status/895459782202707968,
311,@Alantharp22,Alantharp2,10 ago. 2017,CRSPR Human GMO Gene-Altering; A New Invasive Species #veteran #Christian #social #scifi #writer https://youtu.be/V3cjXxAPgZs  via @YouTube,0,0,/Alantharp22/status/895450342271328256,
312,@soulcityusa,Soul City USA,8 ago. 2017,GMO is too general a term and process to be so blanketly & blindly distrusted by parts of society. Organic food movement needs more nuance. https://twitter.com/StarTalkRadio/status/894370863830708225 …,0,0,/soulcityusa/status/894987085677031428,
313,@Alantharp22,Alantharp2,8 ago. 2017,A Billion Go Hungry Because of GMO Farming: Vandana Shiva https://youtu.be/vbIQF72IDuw  via @YouTube #christain #veteran #scifi #writer #social,0,0,/Alantharp22/status/894962847997997058,
314,@karatedan,Karate Dan,7 ago. 2017,Welcome to the woke society brother. There's non gmo coffee in the break room. Alex Jones will be delivering ur badge and gun shortly.,0,3,/karatedan/status/894614771525398528,
